"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Short Review for Ontology Learning from Text: Stride from Shallow Learning, Deep Learning to Large Language Models Trend","https://scispace.com/paper/a-short-review-for-ontology-learning-from-text-stride-from-4yd7zvfweo","2024","Journal Article","arXiv.org","Rick Du
Huilong An
Keyu Wang
Weidong Liu","10.48550/arxiv.2404.14991","","Ontologies provide formal representation of knowledge shared within Semantic Web applications and Ontology learning from text involves the construction of ontologies from a given corpus of text. In the past years, ontology learning has traversed through shallow learning and deep learning methodologies, each offering distinct advantages and limitations in the quest for knowledge extraction and representation. A new trend of these approaches is relying on large language models to enhance ontology learning. This paper gives a review in approaches and challenges of ontology learning. It analyzes the methodologies and limitations of shallow-learning-based and deep-learning-based techniques for ontology learning, and provides comprehensive knowledge for the frontier work of using large language models to enhance ontology learning. In addition, it proposes several noteworthy future directions for further exploration into the integration of large language models with ontology learning tasks.","Ontology learning from text involves the construction of ontologies from text, encompassing various methodologies and challenges. The paper reviews existing approaches and limitations of shallow and deep learning techniques, highlighting the emerging trend of large language models in this field."
"Prompt-guided LLM agent for end-to-end ontology learning","https://scispace.com/paper/prompt-guided-llm-agent-for-end-to-end-ontology-learning-247zgprujwq4","2025","Journal Article","Ìnformacìjnì tehnologìï ta kompʼûterna ìnženerìâ","Yaroslav Teplyi
Dmytro Dosyn","10.31649/vitce/2.2025.35","","Abstract. Turning the vast knowledge of large language models (LLMs) into logical, machine-interpretable ontologies poses a difficult task. Conventional single-prompt strategies often generated ambiguous or mutually inconsistent triples could not be merged safely with reference knowledge bases. The present work therefore aimed to design and empirically verify an entirely automated workflow that converts raw text into schema–compliant RDF/OWL statements without manual intervention. The resulting agent combined four stages – schema discovery, instance extraction, self-repair validation, and ontology alignment – each expressed as structured prompts executed by an LLM. A validator inspected every candidate assertion against the extracted domain-range constraints; any violation triggered an iterative analyse- errors / fix-schema / fix-instances loop until consistency was reached. The workflow was instantiated with three families of LLMs – GPT-4.1-mini, LLaMA-3.3-70b, and Grok-3-mini – chosen to represent high-end proprietary, open-weights, and cost-efficient small models. Quality was measured on the synthetic Measure of Information in Nodes and Edges (MINE) benchmark and on two real scholarly texts: ten English CEUR-WS workshop volumes and ten Ukrainian issues of the Journal of Lviv Polytechnic National University “Information Systems and Networks”. On MINE the agent paired with LLaMA-3.3-70b achieved 67.5% fact recall, surpassing the KGGen pipeline (66.07%) while still enforcing schema coherence; GPT-4.1-mini and Grok-3-mini reached 59.8% and 52.4%, respectively. When applied to the bilingual texts, all models reproduced the canonical author–paper–journal relation, proposed up to 39 new classes and 29 new relations, and instantiated more than 800 individuals per dataset with only minor post-repair inconsistencies. Extracted labels remained in English even for Ukrainian inputs. While GPT-4.1-mini and LLaMA-3.3-70b generated broader and valid schema yet most of the schema remained uninitiated, when Grok-3-mini produced concise and fully populated schema with instances. The practical outcome is a pipeline that can be used on digital libraries or domain portals to expand existing knowledge graphs continuously and with minimal human effort, thereby lowering the cost for ontology maintenance and enrichment ",""
"Phoenixes at LLMs4OL 2024 Tasks A, B, and C: Retrieval Augmented Generation for Ontology Learning","https://scispace.com/paper/phoenixes-at-llms4ol-2024-tasks-a-b-and-c-retrieval-70g821ytjpze","2024","Proceedings Article","Open conference proceedings","Mahsa Sanaei
Fatemeh Azizi
Hamed Babaei Giglou","10.52825/ocp.v4i.2482","","Large language models (LLMs) showed great capabilities in ontology learning (OL) where they automatically extract knowledge from text. In this paper, we proposed a Retrieval Augmented Generation (RAG) formulation for three different tasks of ontology learning defined in the LLMs4OL Challenge at ISWC 2024. For task A - term typing - we considered terms as a query and encoded the query through the Query Encoder model for searching through knowledge base embedding of types embeddings obtained through Context Encoder. Next, using Zero-Shot Prompt template we asked LLM to determine what types are appropriate for a given term within the term typing task. Similarly, for Task B, we calculated the similarity matrix using an encoder-based transformer model, and by applying the similarity threshold we considered only similar pairs to query LLM to identify whatever pairs have the ""is-a"" relation between a given type and in a case of having the relationships which one is ""parent"" and which one is ""child"". In final, for Task C -- non-taxonomic relationship extraction -- we combined both approaches for Task A and B, where first using Task B formulation, child-parents are identified then using Task A, we assigned them an appropriate relationship. For the LLMs4OL challenge, we experimented with the proposed framework over 5 subtasks of Task A, all subtasks of Task B, and one subtask of Task C using Mistral-7B LLM. ","This paper proposes a Retrieval Augmented Generation (RAG) framework for ontology learning tasks A, B, and C, leveraging large language models to extract knowledge from text, and achieves state-of-the-art results on the LLMs4OL Challenge at ISWC 2024."
"Meronymic Ontology Extraction via Large Language Models","https://scispace.com/paper/meronymic-ontology-extraction-via-large-language-models-hszvko1oonle","2025","Journal Article","","Zhang, Dekai
Conia, Simone
Rago, Antonio","10.48550/arxiv.2510.13839","","Ontologies have become essential in today's digital age as a way of organising the vast amount of readily available unstructured text. In providing formal structure to this information, ontologies have immense value and application across various domains, e.g., e-commerce, where countless product listings necessitate proper product organisation. However, the manual construction of these ontologies is a time-consuming, expensive and laborious process. In this paper, we harness the recent advancements in large language models (LLMs) to develop a fully-automated method of extracting product ontologies, in the form of meronymies, from raw review texts. We demonstrate that the ontologies produced by our method surpass an existing, BERT-based baseline when evaluating using an LLM-as-a-judge. Our investigation provides the groundwork for LLMs to be used more generally in (product or otherwise) ontology extraction. ",""
"LLMs4OL: Large Language Models for Ontology Learning","https://scispace.com/paper/llms4ol-large-language-models-for-ontology-learning-46awc04yte","2023","Book Chapter","Lecture Notes in Computer Science","Hamed Babaei Giglou
Jennifer D’Souza
Sören Auer","10.1007/978-3-031-47240-4_22","","We propose the LLMs4OL approach, which utilizes Large Language Models (LLMs) for Ontology Learning (OL). LLMs have shown significant advancements in natural language processing, demonstrating their ability to capture complex language patterns in different knowledge domains. Our LLMs4OL paradigm investigates the following hypothesis: Can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text? To test this hypothesis, we conduct a comprehensive evaluation using the zero-shot prompting method. We evaluate nine different LLM model families for three main OL tasks: term typing, taxonomy discovery, and extraction of non-taxonomic relations. Additionally, the evaluations encompass diverse genres of ontological knowledge, including lexicosemantic knowledge in WordNet, geographical knowledge in GeoNames, and medical knowledge in UMLS. The obtained empirical results show that foundational LLMs are not sufficiently suitable for ontology construction that entails a high degree of reasoning skills and domain expertise. Nevertheless, when effectively fine-tuned they just might work as suitable assistants, alleviating the knowledge acquisition bottleneck, for ontology construction. ","LLMs4OL utilizes LLMs for Ontology Learning, but foundational LLMs struggle with high-reasoning tasks and domain expertise."
"LLMs4OL: Large Language Models for Ontology Learning","https://scispace.com/paper/llms4ol-large-language-models-for-ontology-learning-20cehxzeiu","2023","Journal Article","","Hamed Babaei Giglou
Jennifer D'Souza
Sören Auer","10.48550/arxiv.2307.16648","https://scispace.compdf/llms4ol-large-language-models-for-ontology-learning-20cehxzeiu.pdf","We propose the LLMs4OL approach, which utilizes Large Language Models (LLMs) for Ontology Learning (OL). LLMs have shown significant advancements in natural language processing, demonstrating their ability to capture complex language patterns in different knowledge domains. Our LLMs4OL paradigm investigates the following hypothesis: \textit{Can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text?} To test this hypothesis, we conduct a comprehensive evaluation using the zero-shot prompting method. We evaluate nine different LLM model families for three main OL tasks: term typing, taxonomy discovery, and extraction of non-taxonomic relations. Additionally, the evaluations encompass diverse genres of ontological knowledge, including lexicosemantic knowledge in WordNet, geographical knowledge in GeoNames, and medical knowledge in UMLS. ","The LLMs4OL paradigm investigates the following hypothesis: can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text?"
"Information extraction from texts based on ontology and large language models","https://scispace.com/paper/information-extraction-from-texts-based-on-ontology-and-6g2svbg9nkfz","2025","Journal Article","Ontologiâ proektirovaniâ","Elena Sidorova
A.I. Ivanov
Kristina Ovchinnikova","10.18287/2223-9537-2025-15-1-114-129","","The article examines the extraction of information from texts using the ontology of a subject area combined with neu-ral network-based text analysis methods, including the use of large language models. It discusses the expert's role in developing and maintaining systems, illustrated through the task of extracting information from analytical articles and constructing ontologies in computational linguistics to represent key concepts relevant to the system's user or customer. The process of ontology creation is accompanied by the development of a dictionary that forms the ontology's termi-nological core, followed by methods for extracting new terms within the specified subject area. This task is considered as a named entity recognition problem, traditionally addressed by training a neural network model on a representative dataset. The study compares this approach with a methodology leveraging large language models. For this, lexical and syntactic patterns, as well as instruction patterns for hypothesis testing regarding new term-phrases and result verifica-tion, were developed. The developed instructions for solving the problem of relation extraction also include the auto-mated generation of natural language competency assessment questions for each ontology relation. The novelty of the proposed approach lies in the integration of ontological, linguistic and neural network approaches to extract infor-mation from texts. The study demonstrates the possibility of solving tasks of text analysis and information extraction problems through a chain of large language models, with dynamically generated instructions based on the outcomes of prior analysis stages. The following F1-measure scores were achieved in the experiments: F1=0.8 for term extraction and classification and F1=0.87 for relation extraction. ","This study integrates ontology, linguistic, and neural network approaches to extract information from texts, leveraging large language models and achieving F1-measure scores of 0.8 for term extraction and 0.87 for relation extraction in text analysis tasks."
"Phoenixes at LLMs4OL 2025 Task A: Ontology Learning With Large Language Models Reasoning","https://scispace.com/paper/phoenixes-at-llms4ol-2025-task-a-ontology-learning-with-uh7vnfv6rtur","2025","Proceedings Article","Open conference proceedings","Alireza Esmaeili Fridouni
Mahsa Sanaei
Alireza Esmaeili Fridouni
Mahsa Sanaei","10.52825/ocp.v6i.2888","https://scispace.compdf/phoenixes-at-llms4ol-2025-task-a-ontology-learning-with-uh7vnfv6rtur.pdf","Recent advances in large language models (LLMs) have demonstrated remarkable capabilities in various natural language understanding tasks, including Ontology Learning (OL), where they automatically or semi-automatically extract knowledge from unstructured data. This work presents our contribution to the LLMs4OL Challenge at the ISWC 2025 conference, focusing on Task A, which comprises two subtasks: term extraction (SubTask A1) and type extraction (SubTask A2). We evaluate three state-of-the-art LLMs — Qwen2.5-72B-Instruct, Mistral-Small-24B-Instruct-2501, and LLaMA-3.3-70B-Instruct — across three domain-specific datasets: Ecology, Scholarly, and Engineering. In this paper, we adopt a Chain-of-Thought (CoT) Few-Shot Prompting strategy to guide the models in identifying relevant domain terms and assigning their appropriate ontology types. CoT prompting enables LLMs to generate intermediate reasoning steps before producing final predictions, which is particularly beneficial for ontology learning tasks that require contextual reasoning beyond surface-level term matching. Model performance is evaluated using the official precision, recall, and F1-score metrics provided by the challenge organizers. The results reveal important insights into the strengths and limitations of LLMs in ontology learning tasks. ",""
"End-to-End Ontology Learning with Large Language Models","https://scispace.com/paper/end-to-end-ontology-learning-with-large-language-models-4m207co75t7q","2024","Journal Article","","Andrea Lo
Albert Q. Jiang
Wenda Li
Mateja Jamnik","10.48550/arxiv.2410.23584","https://scispace.compdf/end-to-end-ontology-learning-with-large-language-models-4m207co75t7q.pdf","Ontologies are useful for automatic machine processing of domain knowledge as they represent it in a structured format. Yet, constructing ontologies requires substantial manual effort. To automate part of this process, large language models (LLMs) have been applied to solve various subtasks of ontology learning. However, this partial ontology learning does not capture the interactions between subtasks. We address this gap by introducing OLLM, a general and scalable method for building the taxonomic backbone of an ontology from scratch. Rather than focusing on subtasks, like individual relations between entities, we model entire subcomponents of the target ontology by finetuning an LLM with a custom regulariser that reduces overfitting on high-frequency concepts. We introduce a novel suite of metrics for evaluating the quality of the generated ontology by measuring its semantic and structural similarity to the ground truth. In contrast to standard metrics, our metrics use deep learning techniques to define more robust distance measures between graphs. Both our quantitative and qualitative results on Wikipedia show that OLLM outperforms subtask composition methods, producing more semantically accurate ontologies while maintaining structural integrity. We further demonstrate that our model can be effectively adapted to new domains, like arXiv, needing only a small number of training examples. Our source code and datasets are available at https://github.com/andylolu2/ollm. ","This study introduces OLLM, a scalable method for building ontology taxonomies using large language models, outperforming subtask composition methods in generating semantically accurate ontologies with structural integrity across various domains."
"Enhancing Knowledge Graph Construction Using Large Language Models","https://scispace.com/paper/enhancing-knowledge-graph-construction-using-large-language-3cdx1i3r","2023","Posted Content","","","10.48550/arxiv.2305.04676","https://scispace.com/pdf/enhancing-knowledge-graph-construction-using-large-language-3cdx1i3r.pdf","The growing trend of Large Language Models (LLM) development has attracted significant attention, with models for various applications emerging consistently. However, the combined application of Large Language Models with semantic technologies for reasoning and inference is still a challenging task. This paper analyzes how the current advances in foundational LLM, like ChatGPT, can be compared with the specialized pretrained models, like REBEL, for joint entity and relation extraction. To evaluate this approach, we conducted several experiments using sustainability-related text as our use case. We created pipelines for the automatic creation of Knowledge Graphs from raw texts, and our findings indicate that using advanced LLM models can improve the accuracy of the process of creating these graphs from unstructured text. Furthermore, we explored the potential of automatic ontology creation using foundation LLM models, which resulted in even more relevant and accurate knowledge graphs. ","In this paper , the authors compare the performance of the current advances in foundational large language models, such as ChatGPT, with specialized pretrained models, like REBEL, for joint entity and relation extraction."
