"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"ConCur: Knowledge Graph Construction and Curation","https://scispace.com/paper/concur-knowledge-graph-construction-and-curation-umh3igignxg5","2025","Repository","","Horrocks, Ian
Chen, Jiaoyan","10.5281/zenodo.15609499","","Knowledge Graphs (KGs), which are oft en understood to include both graph structured data composed of relational facts and ontological knowledge, have become increasingly popular for data management, knowledge representation and artifi cial intelligence. Such KGs oft en use RDF to represent facts and RDF Schema plus the Web Ontology Langauge (OWL) to represent ontologies. The project ConCur, hosted in University of Oxford, explores innovative theories and methods across various aspects for automating KG construction and curation, with a focus on ontology embedding, alignment, population and completion using both semantic technologies and machine learning methods, including (large) language models. The project has published a series of papers in Computer Science conferences and journals that report the developed methods, their experimental results and empirical studies; it has also constructed and released open-source data resources and system implementations that can benefit research and applications in both academia and industry. This report will summarize the project’s research results and briefl y introduce other project details including team members and industry partners. ",""
"ConCur: Knowledge Graph Construction and Curation","https://scispace.com/paper/concur-knowledge-graph-construction-and-curation-9vthxdbd0q73","2025","Repository","","Horrocks, Ian
Chen, Jiaoyan","10.5281/zenodo.15609500","","&lt;p&gt;Knowledge Graphs (KGs), which are oft en understood to include both graph structured data composed of relational facts and ontological knowledge, have become increasingly popular for data management, knowledge representation and artifi cial intelligence. Such KGs oft en use RDF to represent facts and RDF Schema plus the Web Ontology Langauge (OWL) to represent ontologies. The project ConCur, hosted in University of Oxford, explores innovative theories and methods across various aspects for automating KG construction and curation, with a focus on ontology embedding, alignment, population and completion using both semantic technologies and machine learning methods, including (large) language models. The project has published a series of papers in Computer Science conferences and journals that report the developed methods, their experimental results and empirical studies; it has also constructed and released open-source data resources and system implementations that can benefit research and applications in both academia and industry. This report will summarize the project&rsquo;s&nbsp;research results and briefl y introduce other project details including team members and industry partners.&lt;/p&gt; ",""
"Knowledge Graph Construction: State-of-the Art Techniques and Future Opportunities","https://scispace.com/paper/knowledge-graph-construction-state-of-the-art-techniques-and-6tcmo3v0cyaa","2024","Journal Article","","Qingwang Wang
Chaohui Li
Yinxing Zhang
Yi Liu
Hao Xiong
Tao Shen","10.1109/isctech63666.2024.10845648","","Knowledge graphs represent structured mappings of human knowledge playing a pivotal role in the iterative development and deepening of domain understandings. Methods for knowledge graph construction are continually evolving. Advancements in artificial intelligence, particularly with the advent of Generative Pre-trained Transformers (GPT), have paved the way for end-to-end automated methods for constructing knowledge graphs. This study provides a comprehensive evaluation of three conventional methodologies for constructing knowledge graphs: Top-Down, Bottom-Up and Joint approaches. We survey the associated technologies and present classic knowledge graph cases. We then elucidate the integration of large language models into the automation of knowledge graph construction, including their functions, benefits and limitations. Finally, we offer a prospective outlook on future research trajectories in this field.","This study evaluates conventional knowledge graph construction methodologies (Top-Down, Bottom-Up, Joint) and explores the integration of large language models, specifically GPT, for end-to-end automation, highlighting their functions, benefits, and limitations in the field of knowledge graph construction."
"An LLM supported approach to ontology and knowledge graph construction","https://scispace.com/paper/an-llm-supported-approach-to-ontology-and-knowledge-graph-4mk8wjgrrugu","2024","Proceedings Article","","Hang Yang
Liang Xiao
Rujun Zhu
Ziji Liu
Jianxia Chen","10.1109/bibm62325.2024.10822222","","The continuous development in the medical field faces multiple challenges in managing a large amount of literature and research results using traditional ontology and knowledge graph construction methods. These challenges include high labor costs, limited coverage, and poor dynamism of traditional ontology and knowledge graph construction methods. Large language models (LLMs) can solve various natural language processing tasks and can understand and generate human-like natural language, which makes automated construction of ontology expansion and knowledge graphs (KGs) possible. This paper proposes an ontology expansion method based on LLMs, using LLMs to formulate competency questions (CQs) to extend the initial ontology, and then constructing the knowledge graph based on the extended ontology. We demonstrated the feasibility of the method by creating a knowledge graph for breast cancer treatment. The combination of LLMs-based medical ontology and knowledge graph can achieve more efficient medical knowledge management and application, promoting the informatization and intelligent development of the medical field.","This paper proposes an LLM-supported approach to ontology and knowledge graph construction, leveraging large language models to automate competency question formulation and knowledge graph extension for efficient medical knowledge management and application."
"Entity-Augmented Neuroscience Knowledge Retrieval Using Ontology and Semantic Understanding Capability of LLM","https://scispace.com/paper/entity-augmented-neuroscience-knowledge-retrieval-using-x0sf2eton0w4","2025","Journal Article","Neuroscience Informatics","Pralaypati Ta
Sriram Venkatesaperumal
Keerthi Ram
Mohanasankar Sivaprakasam
Pralaypati Ta
Sriram Venkatesaperumal
Keerthi Ram
Mohanasankar Sivaprakasam","10.1016/j.neuri.2025.100237","","Neuroscience research publications encompass a vast wealth of knowledge. Accurately retrieving existing information and discovering new insights from this extensive literature is essential for advancing the field. However, when knowledge is dispersed across multiple sources, current state-of-the-art retrieval methods often struggle to extract the necessary information. A knowledge graph (KG) can integrate and link knowledge from multiple sources. However, existing methods for constructing KGs in neuroscience often rely on labeled data and require domain expertise. Acquiring large-scale, labeled data for a specialized area like neuroscience presents significant challenges. This work proposes novel methods for constructing KG from unlabeled large-scale neuroscience research corpus utilizing large language models (LLM), neuroscience ontology, and text embeddings. We analyze the semantic relevance of neuroscience text segments identified by LLM for building the knowledge graph. We also introduce an entity-augmented information retrieval algorithm to extract knowledge from the KG. Several experiments were conducted to evaluate the proposed approaches. The results demonstrate that our methods significantly enhance knowledge discovery from the unlabeled neuroscience research corpus. The performance of the proposed entity and relation extraction method is comparable to the existing supervised method. It achieves an F1 score of 0.84 for entity extraction from the unlabeled data. The knowledge obtained from the KG improves answers to over 52% of neuroscience questions from the PubMedQA dataset and questions generated using selected neuroscience entities. ",""
"Entity-Augmented Neuroscience Knowledge Retrieval Using Ontology and Semantic Understanding Capability of LLM","https://scispace.com/paper/entity-augmented-neuroscience-knowledge-retrieval-using-nwtl7cvi1jp5","2025","Journal Article","arXiv.org","Pralaypati Ta
Sriram Venkatesaperumal
Keerthi Ram
Mohanasankar Sivaprakasam","10.48550/arxiv.2506.03145","https://scispace.compdf/entity-augmented-neuroscience-knowledge-retrieval-using-nwtl7cvi1jp5.pdf","Neuroscience research publications encompass a vast wealth of knowledge. Accurately retrieving existing information and discovering new insights from this extensive literature is essential for advancing the field. However, when knowledge is dispersed across multiple sources, current state-of-the-art retrieval methods often struggle to extract the necessary information. A knowledge graph (KG) can integrate and link knowledge from multiple sources. However, existing methods for constructing KGs in neuroscience often rely on labeled data and require domain expertise. Acquiring large-scale, labeled data for a specialized area like neuroscience presents significant challenges. This work proposes novel methods for constructing KG from unlabeled large-scale neuroscience research corpus utilizing large language models (LLM), neuroscience ontology, and text embeddings. We analyze the semantic relevance of neuroscience text segments identified by LLM for building the knowledge graph. We also introduce an entity-augmented information retrieval algorithm to extract knowledge from the KG. Several experiments were conducted to evaluate the proposed approaches. The results demonstrate that our methods significantly enhance knowledge discovery from the unlabeled neuroscience research corpus. The performance of the proposed entity and relation extraction method is comparable to the existing supervised method. It achieves an F1 score of 0.84 for entity extraction from the unlabeled data. The knowledge obtained from the KG improves answers to over 52% of neuroscience questions from the PubMedQA dataset and questions generated using selected neuroscience entities.","This study proposes novel methods for constructing a neuroscience knowledge graph from unlabeled research corpus using large language models, ontology, and text embeddings, enhancing knowledge discovery and entity extraction with comparable performance to supervised methods."
"Ontology-Enhanced Knowledge Graph Completion using Large Language Models","https://scispace.com/paper/ontology-enhanced-knowledge-graph-completion-using-large-5z5iwtb6f491","2025","Journal Article","","Guo Wenbin
Wang Xin
Chen, Jiaoyan
Li Zhao
Chen, Zirui","10.48550/arxiv.2507.20643","","Large Language Models (LLMs) have been extensively adopted in Knowledge Graph Completion (KGC), showcasing significant research advancements. However, as black-box models driven by deep neural architectures, current LLM-based KGC methods rely on implicit knowledge representation with parallel propagation of erroneous knowledge, thereby hindering their ability to produce conclusive and decisive reasoning outcomes. We aim to integrate neural-perceptual structural information with ontological knowledge, leveraging the powerful capabilities of LLMs to achieve a deeper understanding of the intrinsic logic of the knowledge. We propose an ontology enhanced KGC method using LLMs -- OL-KGC. It first leverages neural perceptual mechanisms to effectively embed structural information into the textual space, and then uses an automated extraction algorithm to retrieve ontological knowledge from the knowledge graphs (KGs) that needs to be completed, which is further transformed into a textual format comprehensible to LLMs for providing logic guidance. We conducted extensive experiments on three widely-used benchmarks -- FB15K-237, UMLS and WN18RR. The experimental results demonstrate that OL-KGC significantly outperforms existing mainstream KGC methods across multiple evaluation metrics, achieving state-of-the-art performance. ",""
"Knowledge Graph and Deep Learning Assisted Question Answering and Ontology Construction: A Survey","https://scispace.com/paper/knowledge-graph-and-deep-learning-assisted-question-66ipolrd","","Peer Review","","Sakharam Gawade
R. Bhattacharya","","","Knowledge graphs have emerged as a powerful framework for representing structured knowledge and capturing the relationships between entities in various domains. They provide a comprehensive and interconnected view of information, enabling efficient reasoning, search, and data integration. Language models are trained on a lot of data and perform well on tasks from the general domain. Knowledge graph infusion is a method to teach the domain to a language model and perform better on domain-specific tasks. While KGs from specialized domains are rare to obtain and difficult to create, many OpenIE techniques can accel-erate the process. This survey paper presents an overview of knowledge graphs, focusing on their construction, representation, and utiliza-tion in QA for specialized domains","Knowledge graphs have emerged as a powerful framework for representing structured knowledge and capturing the relationships between entities in various domains as discussed by the authors , and they provide a comprehensive and interconnected view of information enabling efficient reasoning, search, and data integration."
"Constructing Knowledge Graphs from Text Using Large Language Models: Scoping Review","https://scispace.com/paper/constructing-knowledge-graphs-from-text-using-large-language-uzcj11jk30m3","2025","Journal Article","","","10.5753/sbbd_estendido.2025.247977","","The use of Large Language Models (LLMs) for Knowledge Graph (KG) construction has gained significant traction, yet the field lacks methodological standardization. This study conducts a scope review following the PRISMA framework to map existing techniques and categorize them into four main approaches: (i) RDF-Based; (ii) Prompt-Based; (iii) RAG-Based; (iv) Hybrid Pipelines. Analyzing 126 primary studies, we identify key benefits such as scalability and automation, alongside challenges like low precision and manual curation. Our findings highlight research art-state.","This scoping review maps 126 studies on constructing Knowledge Graphs using Large Language Models, categorizing techniques into four approaches and highlighting benefits (scalability, automation) and challenges (low precision, manual curation) in the field."
"Ontology-grounded Automatic Knowledge Graph Construction by LLM under
  Wikidata schema","https://scispace.com/paper/ontology-grounded-automatic-knowledge-graph-construction-by-7auwgev0uzgq","2024","Journal Article","","Xiaohan Feng
Xixin Wu
Helen Meng","10.48550/arxiv.2412.20942","https://scispace.compdf/ontology-grounded-automatic-knowledge-graph-construction-by-7auwgev0uzgq.pdf","We propose an ontology-grounded approach to Knowledge Graph (KG) construction using Large Language Models (LLMs) on a knowledge base. An ontology is authored by generating Competency Questions (CQ) on knowledge base to discover knowledge scope, extracting relations from CQs, and attempt to replace equivalent relations by their counterpart in Wikidata. To ensure consistency and interpretability in the resulting KG, we ground generation of KG with the authored ontology based on extracted relations. Evaluation on benchmark datasets demonstrates competitive performance in knowledge graph construction task. Our work presents a promising direction for scalable KG construction pipeline with minimal human intervention, that yields high quality and human-interpretable KGs, which are interoperable with Wikidata semantics for potential knowledge base expansion. ","This study proposes an ontology-grounded approach to Knowledge Graph construction using Large Language Models, leveraging Wikidata schema, to generate high-quality, human-interpretable KGs with minimal human intervention, demonstrating competitive performance on benchmark datasets."
